,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipment Days,Order Year,Ship Year,Gender
8304,2014-12-24,2014-12-29,Standard Class,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,818.376,3.0,0.2,51.1485,5.0,2014,2014,Male
8305,2017-09-09,2017-09-14,Standard Class,Matt Connell,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,159.96,4.0,0.0,51.1872,5.0,2017,2017,Male
8306,2015-12-20,2015-12-25,Standard Class,Katherine Ducich,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Accessories,255.968,4.0,0.2,51.1936,5.0,2015,2015,Female
8307,2017-09-25,2017-09-29,Standard Class,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,Central,Furniture,Chairs,269.97,3.0,0.0,51.2943,4.0,2017,2017,Unknown
8308,2014-05-28,2014-06-01,Standard Class,Magdelene Morse,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,136.96,4.0,0.2,51.36,4.0,2014,2014,Unknown
8309,2016-12-03,2016-12-06,First Class,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,111.9,6.0,0.0,51.474,3.0,2016,2016,Male
8310,2014-03-01,2014-03-06,Second Class,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,457.568,2.0,0.2,51.4764,5.0,2014,2014,Male
8311,2016-07-08,2016-07-08,Same Day,Zuschuss Donatelli,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Phones,823.96,5.0,0.2,51.4975,0.0,2016,2016,Unknown
8312,2017-10-23,2017-10-28,Second Class,Darrin Martin,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,823.96,5.0,0.2,51.4975,5.0,2017,2017,Male
8313,2016-12-05,2016-12-10,Second Class,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Envelopes,109.69,7.0,0.0,51.5543,5.0,2016,2016,Male
8314,2015-09-01,2015-09-08,Standard Class,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Binders,114.6,5.0,0.0,51.57,7.0,2015,2015,Male
8315,2015-12-27,2015-12-31,Standard Class,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Envelopes,105.42,2.0,0.0,51.6558,4.0,2015,2015,Female
8316,2017-01-30,2017-02-05,Standard Class,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,Technology,Phones,207.0,3.0,0.0,51.75,6.0,2017,2017,Male
8317,2016-12-01,2016-12-05,Standard Class,Joel Eaton,Consumer,United States,Rockville,Maryland,20852,East,Furniture,Chairs,172.5,2.0,0.0,51.75,4.0,2016,2016,Male
8318,2016-06-12,2016-06-15,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,115.02,9.0,0.0,51.759,3.0,2016,2016,Male
8319,2014-09-09,2014-09-15,Standard Class,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,103.6,7.0,0.0,51.8,6.0,2014,2014,Female
8320,2016-08-13,2016-08-16,First Class,Roy Französisch,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,103.6,7.0,0.0,51.8,3.0,2016,2016,Male
8321,2016-12-10,2016-12-17,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,153.552,3.0,0.2,51.8238,7.0,2016,2016,Male
8322,2017-12-25,2017-12-29,Standard Class,Fred Hopkins,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,153.552,3.0,0.2,51.8238,4.0,2017,2017,Male
8323,2015-04-21,2015-04-28,Standard Class,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,191.96,2.0,0.0,51.8292,7.0,2015,2015,Female
8324,2015-06-11,2015-06-12,First Class,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,1036.624,2.0,0.2,51.8312,1.0,2015,2015,Male
8325,2016-07-30,2016-08-04,Standard Class,Katherine Hughes,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1036.624,2.0,0.2,51.8312,5.0,2016,2016,Female
8326,2017-06-16,2017-06-21,Second Class,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,191.98,2.0,0.0,51.8346,5.0,2017,2017,Male
8327,2016-10-20,2016-10-26,Standard Class,Joy Smith,Consumer,United States,Trenton,Michigan,48183,Central,Technology,Phones,191.98,2.0,0.0,51.8346,6.0,2016,2016,Female
8328,2015-11-02,2015-11-06,Standard Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5.0,0.2,51.942,4.0,2015,2015,Male
8329,2015-11-17,2015-11-21,Standard Class,Brian Stugart,Consumer,United States,San Diego,California,92105,West,Technology,Phones,415.968,4.0,0.2,51.996,4.0,2015,2015,Male
8330,2014-07-11,2014-07-15,Standard Class,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,124.11,9.0,0.0,52.1262,4.0,2014,2014,Male
8331,2016-06-17,2016-06-18,First Class,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,Office Supplies,Storage,208.56,6.0,0.0,52.14,1.0,2016,2016,Male
8332,2017-11-09,2017-11-13,Standard Class,Jim Epp,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,523.392,3.0,0.2,52.3392,4.0,2017,2017,Male
8333,2016-12-25,2016-12-30,Standard Class,Joe Elijah,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,698.352,3.0,0.2,52.3764,5.0,2016,2016,Male
8334,2017-06-15,2017-06-19,Standard Class,Joe Elijah,Consumer,United States,Monroe,North Carolina,28110,South,Furniture,Chairs,698.352,3.0,0.2,52.3764,4.0,2017,2017,Male
8335,2015-12-31,2016-01-02,Second Class,Anna Häberlin,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,116.4,8.0,0.0,52.38,2.0,2015,2016,Female
8336,2014-05-13,2014-05-17,Standard Class,Naresj Patel,Consumer,United States,Oakland,California,94601,West,Technology,Accessories,149.97,3.0,0.0,52.4895,4.0,2014,2014,Unknown
8337,2014-08-26,2014-09-01,Standard Class,Paul Prost,Home Office,United States,Newark,Delaware,19711,East,Technology,Accessories,149.97,3.0,0.0,52.4895,6.0,2014,2014,Male
8338,2015-09-25,2015-09-28,Second Class,Phillina Ober,Home Office,United States,Bayonne,New Jersey,7002,East,Technology,Phones,104.98,2.0,0.0,52.49,3.0,2015,2015,Unknown
8339,2016-07-14,2016-07-16,Second Class,Bryan Mills,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,419.944,7.0,0.2,52.493,2.0,2016,2016,Male
8340,2017-05-07,2017-05-11,Standard Class,Carlos Soltero,Consumer,United States,Pasadena,California,91104,West,Technology,Phones,419.944,7.0,0.2,52.493,4.0,2017,2017,Male
8341,2016-08-12,2016-08-15,Second Class,Chris McAfee,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,1399.944,7.0,0.2,52.4979,3.0,2016,2016,Unknown
8342,2016-09-12,2016-09-14,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,466.768,2.0,0.2,52.5114,2.0,2016,2016,Male
8343,2015-08-27,2015-09-01,Standard Class,Philip Fox,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,114.2,5.0,0.0,52.532,5.0,2015,2015,Male
8344,2014-08-17,2014-08-21,Standard Class,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,114.2,5.0,0.0,52.532,4.0,2014,2014,Male
8345,2014-12-16,2014-12-20,Standard Class,Steve Chapman,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,114.2,5.0,0.0,52.532,4.0,2014,2014,Male
8346,2015-12-01,2015-12-05,Second Class,Tamara Willingham,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Paper,114.2,5.0,0.0,52.532,4.0,2015,2015,Female
8347,2017-02-17,2017-02-19,First Class,Cyra Reiten,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Art,175.44,6.0,0.2,52.632,2.0,2017,2017,Female
8348,2014-01-26,2014-01-31,Standard Class,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,187.98,2.0,0.0,52.6344,5.0,2014,2014,Male
8349,2014-09-14,2014-09-19,Standard Class,John Castell,Consumer,United States,Macon,Georgia,31204,South,Furniture,Furnishings,142.4,5.0,0.0,52.688,5.0,2014,2014,Male
8350,2015-03-07,2015-03-10,First Class,Eugene Moren,Home Office,United States,Newark,Delaware,19711,East,Technology,Accessories,119.85,3.0,0.0,52.734,3.0,2015,2015,Male
8351,2016-11-05,2016-11-09,Standard Class,Nora Preis,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,479.72,4.0,0.0,52.7692,4.0,2016,2016,Female
8352,2014-05-06,2014-05-10,Standard Class,Harold Pawlan,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,140.736,8.0,0.2,52.776,4.0,2014,2014,Male
8353,2014-12-02,2014-12-04,First Class,David Philippe,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,119.96,4.0,0.0,52.7824,2.0,2014,2014,Male
8354,2017-03-02,2017-03-08,Standard Class,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,479.94,6.0,0.0,52.7934,6.0,2017,2017,Female
8355,2016-02-05,2016-02-05,Same Day,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,Furniture,Bookcases,239.98,2.0,0.0,52.7956,0.0,2016,2016,Male
8356,2016-01-30,2016-02-04,Standard Class,Harold Engle,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,156.512,4.0,0.2,52.8228,5.0,2016,2016,Male
8357,2017-12-01,2017-12-05,Standard Class,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,470.376,3.0,0.2,52.9173,4.0,2017,2017,Female
8358,2017-06-05,2017-06-06,First Class,Adrian Barton,Consumer,United States,Pearland,Texas,77581,Central,Technology,Phones,470.376,3.0,0.2,52.9173,1.0,2017,2017,Male
8359,2017-07-14,2017-07-18,Standard Class,Toby Carlisle,Consumer,United States,Westminster,California,92683,West,Technology,Phones,470.376,3.0,0.2,52.9173,4.0,2017,2017,Unknown
8360,2016-11-28,2016-12-01,Second Class,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,Furniture,Chairs,182.67,3.0,0.0,52.9743,3.0,2016,2016,Male
8361,2015-10-30,2015-11-02,First Class,Thomas Thornton,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Appliances,182.91,3.0,0.0,53.0439,3.0,2015,2015,Male
8362,2015-09-22,2015-09-22,Same Day,Daniel Lacy,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,204.6,2.0,0.0,53.196,0.0,2015,2015,Male
8363,2014-09-29,2014-10-03,Standard Class,Arthur Prichep,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,204.6,2.0,0.0,53.196,4.0,2014,2014,Male
8364,2014-03-19,2014-03-21,First Class,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,Technology,Accessories,170.24,2.0,0.2,53.2,2.0,2014,2014,Male
8365,2017-01-13,2017-01-18,Second Class,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Bookcases,212.94,3.0,0.0,53.235,5.0,2017,2017,Female
8366,2014-08-05,2014-08-09,Standard Class,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,110.96,2.0,0.0,53.2608,4.0,2014,2014,Male
8367,2015-09-17,2015-09-23,Standard Class,Peter Fuller,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,110.96,2.0,0.0,53.2608,6.0,2015,2015,Male
8368,2017-03-27,2017-03-31,Standard Class,Brendan Dodson,Home Office,United States,Fresno,California,93727,West,Office Supplies,Paper,110.96,2.0,0.0,53.2608,4.0,2017,2017,Male
8369,2017-11-05,2017-11-10,Second Class,Christina DeMoss,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,110.96,2.0,0.0,53.2608,5.0,2017,2017,Female
8370,2015-12-17,2015-12-19,Second Class,Paul Gonzalez,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,204.85,5.0,0.0,53.261,2.0,2015,2015,Male
8371,2014-02-11,2014-02-15,Second Class,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Furnishings,332.94,3.0,0.0,53.2704,4.0,2014,2014,Male
8372,2017-03-28,2017-03-31,First Class,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Technology,Machines,532.72,2.0,0.2,53.272,3.0,2017,2017,Male
8373,2014-11-24,2014-11-30,Standard Class,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,197.58,2.0,0.0,53.3466,6.0,2014,2014,Male
8374,2017-09-10,2017-09-15,Second Class,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,296.85,5.0,0.0,53.433,5.0,2017,2017,Male
8375,2016-12-24,2016-12-27,Second Class,Pauline Webber,Corporate,United States,New York City,New York,10009,East,Technology,Phones,197.97,3.0,0.0,53.4519,3.0,2016,2016,Female
8376,2015-11-27,2015-12-01,Standard Class,Steve Nguyen,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,113.82,3.0,0.0,53.4954,4.0,2015,2015,Male
8377,2014-09-13,2014-09-16,First Class,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,252.0,5.0,0.2,53.55,3.0,2014,2014,Female
8378,2014-06-27,2014-07-01,Standard Class,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,Technology,Accessories,223.96,4.0,0.0,53.7504,4.0,2014,2014,Female
8379,2015-07-12,2015-07-17,Second Class,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,537.544,7.0,0.2,53.7544,5.0,2015,2015,Male
8380,2015-05-26,2015-05-29,Second Class,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,153.728,4.0,0.2,53.8048,3.0,2015,2015,Male
8381,2014-08-29,2014-08-29,Same Day,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,109.92,2.0,0.0,53.8608,0.0,2014,2014,Male
8382,2017-12-02,2017-12-05,First Class,Victoria Wilson,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,109.92,2.0,0.0,53.8608,3.0,2017,2017,Male
8383,2016-07-28,2016-08-03,Standard Class,Steve Carroll,Home Office,United States,Holland,Michigan,49423,Central,Office Supplies,Paper,109.92,2.0,0.0,53.8608,6.0,2016,2016,Male
8384,2016-05-01,2016-05-04,Second Class,Chris McAfee,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,109.92,2.0,0.0,53.8608,3.0,2016,2016,Unknown
8385,2016-12-31,2017-01-06,Standard Class,Kelly Lampkin,Corporate,United States,Reno,Nevada,89502,West,Office Supplies,Binders,159.768,7.0,0.2,53.9217,6.0,2016,2017,Unknown
8386,2015-10-09,2015-10-13,Standard Class,Fred McMath,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,269.91,5.0,0.1,53.982,4.0,2015,2015,Male
8387,2015-03-20,2015-03-23,First Class,Dave Hallsten,Corporate,United States,New York City,New York,10035,East,Technology,Phones,199.98,2.0,0.0,53.9946,3.0,2015,2015,Male
8388,2014-09-02,2014-09-07,Second Class,Christina VanderZanden,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Accessories,239.976,3.0,0.2,53.9946,5.0,2014,2014,Female
8389,2015-11-09,2015-11-14,Second Class,Dianna Vittorini,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,899.95,5.0,0.0,53.997,5.0,2015,2015,Female
8390,2016-09-10,2016-09-14,Second Class,Kean Thornton,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,719.96,5.0,0.2,53.997,4.0,2016,2016,Male
8391,2017-06-04,2017-06-04,Same Day,Erica Hernandez,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,108.08,7.0,0.0,54.04,0.0,2017,2017,Female
8392,2017-06-09,2017-06-10,First Class,Noah Childs,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,720.76,5.0,0.2,54.057,1.0,2017,2017,Male
8393,2014-10-06,2014-10-09,First Class,Victoria Pisteka,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,386.34,2.0,0.0,54.0876,3.0,2014,2014,Female
8394,2014-03-07,2014-03-12,Standard Class,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,481.568,2.0,0.2,54.1764,5.0,2014,2014,Male
8395,2016-06-15,2016-06-18,First Class,Lynn Smith,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,173.488,7.0,0.2,54.215,3.0,2016,2016,Unknown
8396,2015-05-31,2015-06-05,Second Class,Janet Molinari,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,173.488,7.0,0.2,54.215,5.0,2015,2015,Female
8397,2015-06-08,2015-06-12,Standard Class,Andrew Gjertsen,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,173.488,7.0,0.2,54.215,4.0,2015,2015,Male
8398,2017-12-13,2017-12-18,Standard Class,Emily Phan,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,201.04,8.0,0.0,54.2808,5.0,2017,2017,Female
8399,2017-06-10,2017-06-15,Standard Class,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,48307,Central,Technology,Accessories,132.52,4.0,0.0,54.3332,5.0,2017,2017,Male
8400,2017-11-18,2017-11-21,First Class,Christina DeMoss,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,132.52,4.0,0.0,54.3332,3.0,2017,2017,Female
8401,2017-07-03,2017-07-10,Standard Class,Maria Bertelson,Consumer,United States,Citrus Heights,California,95610,West,Furniture,Furnishings,129.39,3.0,0.0,54.3438,7.0,2017,2017,Female
8402,2016-06-17,2016-06-19,First Class,Lena Creighton,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Chairs,483.136,4.0,0.2,54.3528,2.0,2016,2016,Male
8403,2017-05-28,2017-06-02,Standard Class,Candace McMahon,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,271.968,4.0,0.2,54.3936,5.0,2017,2017,Female
8404,2017-11-05,2017-11-06,First Class,Ruben Ausman,Corporate,United States,Farmington,New Mexico,87401,West,Technology,Accessories,159.99,1.0,0.0,54.3966,1.0,2017,2017,Male
8405,2016-11-20,2016-11-24,Second Class,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.984,2.0,0.2,54.3966,4.0,2016,2016,Male
8406,2014-11-25,2014-11-29,Standard Class,Richard Bierner,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,725.344,4.0,0.2,54.4008,4.0,2014,2014,Male
8407,2015-11-17,2015-11-21,Standard Class,Brian Stugart,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,777.21,7.0,0.0,54.4047,4.0,2015,2015,Male
8408,2016-12-02,2016-12-06,Standard Class,Pauline Webber,Corporate,United States,Marion,Iowa,52302,Central,Office Supplies,Binders,115.84,8.0,0.0,54.4448,4.0,2016,2016,Female
8409,2017-07-31,2017-08-05,Standard Class,Luke Schmidt,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,155.88,6.0,0.0,54.558,5.0,2017,2017,Male
8410,2015-11-24,2015-11-29,Standard Class,Toby Swindell,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,454.86,7.0,0.0,54.5832,5.0,2015,2015,Unknown
8411,2017-01-13,2017-01-18,Second Class,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Art,209.94,6.0,0.0,54.5844,5.0,2017,2017,Female
8412,2014-11-01,2014-11-05,Standard Class,Natalie DeCherney,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,155.976,3.0,0.2,54.5916,4.0,2014,2014,Female
8413,2016-03-31,2016-04-06,Standard Class,Erica Hackney,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,327.996,6.0,0.1,54.666,6.0,2016,2016,Female
8414,2017-05-18,2017-05-19,First Class,Todd Boyes,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Binders,113.94,6.0,0.0,54.6912,1.0,2017,2017,Male
8415,2016-09-04,2016-09-08,Standard Class,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Binders,113.94,6.0,0.0,54.6912,4.0,2016,2016,Female
8416,2016-11-10,2016-11-12,First Class,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Bookcases,341.96,2.0,0.0,54.7136,2.0,2016,2016,Male
8417,2016-04-15,2016-04-21,Standard Class,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,Technology,Accessories,291.96,5.0,0.2,54.7425,6.0,2016,2016,Male
8418,2017-10-22,2017-10-22,Same Day,Brian DeCherney,Consumer,United States,Lawton,Oklahoma,73505,Central,Furniture,Tables,248.98,2.0,0.0,54.7756,0.0,2017,2017,Male
8419,2016-06-17,2016-06-22,Standard Class,Ivan Gibson,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,111.96,2.0,0.0,54.8604,5.0,2016,2016,Male
8420,2016-05-21,2016-05-23,First Class,Christine Phan,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Paper,111.96,2.0,0.0,54.8604,2.0,2016,2016,Female
8421,2016-10-14,2016-10-18,Standard Class,Pauline Webber,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,111.96,2.0,0.0,54.8604,4.0,2016,2016,Female
8422,2017-03-16,2017-03-21,Standard Class,Ken Dana,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,140.67,3.0,0.0,54.8613,5.0,2017,2017,Male
8423,2017-08-21,2017-08-22,First Class,Patrick Ryan,Consumer,United States,Oakland,California,94601,West,Office Supplies,Appliances,203.52,3.0,0.0,54.9504,1.0,2017,2017,Male
8424,2015-06-28,2015-07-02,Standard Class,Mark Packer,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Binders,119.56,2.0,0.0,54.9976,4.0,2015,2015,Male
8425,2016-08-19,2016-08-20,First Class,Resi Pölking,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,146.688,6.0,0.2,55.008,1.0,2016,2016,Female
8426,2014-11-18,2014-11-25,Standard Class,Maya Herman,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,137.54,2.0,0.0,55.016,7.0,2014,2014,Male
8427,2017-11-15,2017-11-20,Standard Class,Dana Kaydos,Consumer,United States,Miramar,Florida,33023,South,Furniture,Furnishings,220.064,4.0,0.2,55.016,5.0,2017,2017,Female
8428,2016-04-18,2016-04-22,Standard Class,Roy Französisch,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Appliances,203.92,4.0,0.0,55.0584,4.0,2016,2016,Male
8429,2015-11-02,2015-11-05,First Class,Emily Grady,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Appliances,197.72,4.0,0.0,55.3616,3.0,2015,2015,Male
8430,2015-09-13,2015-09-15,First Class,Ken Dana,Corporate,United States,Anaheim,California,92804,West,Furniture,Furnishings,131.88,7.0,0.0,55.3896,2.0,2015,2015,Male
8431,2017-11-05,2017-11-10,Second Class,Elizabeth Moffitt,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,492.768,4.0,0.2,55.4364,5.0,2017,2017,Female
8432,2017-11-05,2017-11-10,Second Class,Christina DeMoss,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,164.688,6.0,0.2,55.5822,5.0,2017,2017,Female
8433,2017-03-27,2017-03-29,Second Class,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,Technology,Phones,206.1,5.0,0.0,55.647,2.0,2017,2017,Female
8434,2017-11-17,2017-11-21,Standard Class,Ruben Ausman,Corporate,United States,Athens,Georgia,30605,South,Technology,Phones,206.1,5.0,0.0,55.647,4.0,2017,2017,Male
8435,2014-08-08,2014-08-15,Standard Class,Lena Radford,Consumer,United States,San Diego,California,92024,West,Technology,Phones,445.96,5.0,0.2,55.745,7.0,2014,2014,Female
8436,2016-02-22,2016-02-26,Standard Class,Tracy Zic,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,445.96,5.0,0.2,55.745,4.0,2016,2016,Unknown
8437,2016-12-10,2016-12-17,Standard Class,Arthur Prichep,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,123.92,4.0,0.0,55.764,7.0,2016,2016,Male
8438,2014-11-11,2014-11-13,Second Class,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper,123.92,4.0,0.0,55.764,2.0,2014,2014,Male
8439,2014-10-08,2014-10-13,Second Class,Duane Noonan,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,123.92,4.0,0.0,55.764,5.0,2014,2014,Male
8440,2015-09-28,2015-10-05,Standard Class,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,186.15,3.0,0.0,55.845,7.0,2015,2015,Male
8441,2016-11-18,2016-11-23,Standard Class,Arthur Wiediger,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Storage,1117.92,4.0,0.0,55.896,5.0,2016,2016,Male
8442,2014-11-25,2014-11-29,Second Class,Mike Pelletier,Home Office,United States,New York City,New York,10009,East,Office Supplies,Storage,1117.92,4.0,0.0,55.896,4.0,2014,2014,Male
8443,2016-12-23,2016-12-30,Standard Class,Edward Hooks,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,1117.92,4.0,0.0,55.896,7.0,2016,2016,Male
8444,2015-05-14,2015-05-21,Standard Class,Hunter Glantz,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,1117.92,4.0,0.0,55.896,7.0,2015,2015,Unknown
8445,2016-11-04,2016-11-04,Same Day,Thomas Thornton,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Art,192.8,4.0,0.0,55.912,0.0,2016,2016,Male
8446,2017-04-23,2017-04-25,Second Class,Sean Christensen,Consumer,United States,Lawrence,Indiana,46226,Central,Technology,Accessories,155.34,6.0,0.0,55.9224,2.0,2017,2017,Male
8447,2016-10-15,2016-10-21,Standard Class,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,121.6,4.0,0.0,55.936,6.0,2016,2016,Female
8448,2014-11-11,2014-11-14,Second Class,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,559.984,2.0,0.2,55.9984,3.0,2014,2014,Unknown
8449,2015-11-20,2015-11-24,Standard Class,Grace Kelly,Corporate,United States,Dallas,Texas,75217,Central,Technology,Machines,479.988,2.0,0.4,55.9986,4.0,2015,2015,Female
8450,2017-11-27,2017-11-29,First Class,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,143.73,9.0,0.0,56.0547,2.0,2017,2017,Male
8451,2016-12-09,2016-12-13,Standard Class,Fred McMath,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,122.12,4.0,0.0,56.1752,4.0,2016,2016,Male
